TransactionNo,Items,DateTime,Daypart,DayType,Date,Time,DayType_fixed,Hour,Daypart_fixed,Popular_Item
6808,Coffee,2017-02-18 14:24:00,Afternoon,Weekend,2017-02-18,14:24:00,Saturday,14,Afternoon,Popular
6808,Cake,2017-02-18 14:24:00,Afternoon,Weekend,2017-02-18,14:24:00,Saturday,14,Afternoon,Not Popular
6809,Coffee,2017-02-18 14:27:00,Afternoon,Weekend,2017-02-18,14:27:00,Saturday,14,Afternoon,Popular
6810,Cake,2017-02-18 14:31:00,Afternoon,Weekend,2017-02-18,14:31:00,Saturday,14,Afternoon,Not Popular
6810,Scone,2017-02-18 14:31:00,Afternoon,Weekend,2017-02-18,14:31:00,Saturday,14,Afternoon,Not Popular
6810,Chicken Stew,2017-02-18 14:31:00,Afternoon,Weekend,2017-02-18,14:31:00,Saturday,14,Afternoon,Not Popular
6810,Soup,2017-02-18 14:31:00,Afternoon,Weekend,2017-02-18,14:31:00,Saturday,14,Afternoon,Not Popular
6811,Spanish Brunch,2017-02-18 14:32:00,Afternoon,Weekend,2017-02-18,14:32:00,Saturday,14,Afternoon,Not Popular
6811,Extra Salami or Feta,2017-02-18 14:32:00,Afternoon,Weekend,2017-02-18,14:32:00,Saturday,14,Afternoon,Not Popular
6811,Truffles,2017-02-18 14:32:00,Afternoon,Weekend,2017-02-18,14:32:00,Saturday,14,Afternoon,Not Popular
6811,Coke,2017-02-18 14:32:00,Afternoon,Weekend,2017-02-18,14:32:00,Saturday,14,Afternoon,Not Popular
6811,Brownie,2017-02-18 14:32:00,Afternoon,Weekend,2017-02-18,14:32:00,Saturday,14,Afternoon,Not Popular
6812,Farm House,2017-02-18 14:37:00,Afternoon,Weekend,2017-02-18,14:37:00,Saturday,14,Afternoon,Not Popular
6813,Scandinavian,2017-02-18 14:54:00,Afternoon,Weekend,2017-02-18,14:54:00,Saturday,14,Afternoon,Not Popular
6813,Scone,2017-02-18 14:54:00,Afternoon,Weekend,2017-02-18,14:54:00,Saturday,14,Afternoon,Not Popular
6814,Sandwich,2017-02-18 15:04:00,Afternoon,Weekend,2017-02-18,15:04:00,Saturday,15,Afternoon,Not Popular
6814,Bread,2017-02-18 15:04:00,Afternoon,Weekend,2017-02-18,15:04:00,Saturday,15,Afternoon,Not Popular
6814,Muffin,2017-02-18 15:04:00,Afternoon,Weekend,2017-02-18,15:04:00,Saturday,15,Afternoon,Not Popular
6815,Bread,2017-02-18 15:18:00,Afternoon,Weekend,2017-02-18,15:18:00,Saturday,15,Afternoon,Not Popular
6816,Bread,2017-02-18 15:27:00,Afternoon,Weekend,2017-02-18,15:27:00,Saturday,15,Afternoon,Not Popular
6816,Brownie,2017-02-18 15:27:00,Afternoon,Weekend,2017-02-18,15:27:00,Saturday,15,Afternoon,Not Popular
6818,Soup,2017-02-18 15:29:00,Afternoon,Weekend,2017-02-18,15:29:00,Saturday,15,Afternoon,Not Popular
6818,Coffee,2017-02-18 15:29:00,Afternoon,Weekend,2017-02-18,15:29:00,Saturday,15,Afternoon,Popular
6819,Chicken Stew,2017-02-18 15:36:00,Afternoon,Weekend,2017-02-18,15:36:00,Saturday,15,Afternoon,Not Popular
6819,Sandwich,2017-02-18 15:36:00,Afternoon,Weekend,2017-02-18,15:36:00,Saturday,15,Afternoon,Not Popular
6819,Tea,2017-02-18 15:36:00,Afternoon,Weekend,2017-02-18,15:36:00,Saturday,15,Afternoon,Not Popular
6819,Cake,2017-02-18 15:36:00,Afternoon,Weekend,2017-02-18,15:36:00,Saturday,15,Afternoon,Not Popular
6820,Spanish Brunch,2017-02-18 15:43:00,Afternoon,Weekend,2017-02-18,15:43:00,Saturday,15,Afternoon,Not Popular
6820,Chicken Stew,2017-02-18 15:43:00,Afternoon,Weekend,2017-02-18,15:43:00,Saturday,15,Afternoon,Not Popular
6820,Sandwich,2017-02-18 15:43:00,Afternoon,Weekend,2017-02-18,15:43:00,Saturday,15,Afternoon,Not Popular
6820,Coffee,2017-02-18 15:43:00,Afternoon,Weekend,2017-02-18,15:43:00,Saturday,15,Afternoon,Popular
6820,Juice,2017-02-18 15:43:00,Afternoon,Weekend,2017-02-18,15:43:00,Saturday,15,Afternoon,Not Popular
6821,Coffee,2017-02-18 15:53:00,Afternoon,Weekend,2017-02-18,15:53:00,Saturday,15,Afternoon,Popular
6822,Scandinavian,2017-02-18 15:55:00,Afternoon,Weekend,2017-02-18,15:55:00,Saturday,15,Afternoon,Not Popular
6823,Scone,2017-02-18 16:10:00,Afternoon,Weekend,2017-02-18,16:10:00,Saturday,16,Afternoon,Not Popular
6824,Hot chocolate,2017-02-18 16:16:00,Afternoon,Weekend,2017-02-18,16:16:00,Saturday,16,Afternoon,Not Popular
6824,Coffee,2017-02-18 16:16:00,Afternoon,Weekend,2017-02-18,16:16:00,Saturday,16,Afternoon,Popular
6824,Mineral water,2017-02-18 16:16:00,Afternoon,Weekend,2017-02-18,16:16:00,Saturday,16,Afternoon,Not Popular
6824,Tiffin,2017-02-18 16:16:00,Afternoon,Weekend,2017-02-18,16:16:00,Saturday,16,Afternoon,Not Popular
6824,Cake,2017-02-18 16:16:00,Afternoon,Weekend,2017-02-18,16:16:00,Saturday,16,Afternoon,Not Popular
6825,Muffin,2017-02-18 16:22:00,Afternoon,Weekend,2017-02-18,16:22:00,Saturday,16,Afternoon,Not Popular
6825,Alfajores,2017-02-18 16:22:00,Afternoon,Weekend,2017-02-18,16:22:00,Saturday,16,Afternoon,Not Popular
6826,Bread,2017-02-18 16:25:00,Afternoon,Weekend,2017-02-18,16:25:00,Saturday,16,Afternoon,Not Popular
6827,Bread,2017-02-18 16:28:00,Afternoon,Weekend,2017-02-18,16:28:00,Saturday,16,Afternoon,Not Popular
6827,Jammie Dodgers,2017-02-18 16:28:00,Afternoon,Weekend,2017-02-18,16:28:00,Saturday,16,Afternoon,Not Popular
6827,Alfajores,2017-02-18 16:28:00,Afternoon,Weekend,2017-02-18,16:28:00,Saturday,16,Afternoon,Not Popular
6828,Cake,2017-02-18 16:29:00,Afternoon,Weekend,2017-02-18,16:29:00,Saturday,16,Afternoon,Not Popular
6828,Coffee,2017-02-18 16:29:00,Afternoon,Weekend,2017-02-18,16:29:00,Saturday,16,Afternoon,Popular
6828,Tea,2017-02-18 16:29:00,Afternoon,Weekend,2017-02-18,16:29:00,Saturday,16,Afternoon,Not Popular
6829,Coffee,2017-02-18 16:41:00,Afternoon,Weekend,2017-02-18,16:41:00,Saturday,16,Afternoon,Popular
6829,Coke,2017-02-18 16:41:00,Afternoon,Weekend,2017-02-18,16:41:00,Saturday,16,Afternoon,Not Popular
6829,Brownie,2017-02-18 16:41:00,Afternoon,Weekend,2017-02-18,16:41:00,Saturday,16,Afternoon,Not Popular
6829,Cake,2017-02-18 16:41:00,Afternoon,Weekend,2017-02-18,16:41:00,Saturday,16,Afternoon,Not Popular
6829,Muffin,2017-02-18 16:41:00,Afternoon,Weekend,2017-02-18,16:41:00,Saturday,16,Afternoon,Not Popular
6830,Bread,2017-02-18 16:44:00,Afternoon,Weekend,2017-02-18,16:44:00,Saturday,16,Afternoon,Not Popular
6830,Tiffin,2017-02-18 16:44:00,Afternoon,Weekend,2017-02-18,16:44:00,Saturday,16,Afternoon,Not Popular
6830,Cookies,2017-02-18 16:44:00,Afternoon,Weekend,2017-02-18,16:44:00,Saturday,16,Afternoon,Not Popular
6830,Toast,2017-02-18 16:44:00,Afternoon,Weekend,2017-02-18,16:44:00,Saturday,16,Afternoon,Not Popular
6831,Coffee,2017-02-18 17:12:00,Evening,Weekend,2017-02-18,17:12:00,Saturday,17,Evening,Popular
6832,Cake,2017-02-19 09:45:00,Morning,Weekend,2017-02-19,09:45:00,Sunday,9,Morning,Not Popular
6833,Coffee,2017-02-19 09:55:00,Morning,Weekend,2017-02-19,09:55:00,Sunday,9,Morning,Popular
6833,Bread,2017-02-19 09:55:00,Morning,Weekend,2017-02-19,09:55:00,Sunday,9,Morning,Not Popular
6834,Juice,2017-02-19 09:59:00,Morning,Weekend,2017-02-19,09:59:00,Sunday,9,Morning,Not Popular
6834,Hot chocolate,2017-02-19 09:59:00,Morning,Weekend,2017-02-19,09:59:00,Sunday,9,Morning,Not Popular
6834,Alfajores,2017-02-19 09:59:00,Morning,Weekend,2017-02-19,09:59:00,Sunday,9,Morning,Not Popular
6834,Brownie,2017-02-19 09:59:00,Morning,Weekend,2017-02-19,09:59:00,Sunday,9,Morning,Not Popular
6834,Vegan mincepie,2017-02-19 09:59:00,Morning,Weekend,2017-02-19,09:59:00,Sunday,9,Morning,Not Popular
6835,Pastry,2017-02-19 10:16:00,Morning,Weekend,2017-02-19,10:16:00,Sunday,10,Morning,Not Popular
6835,Medialuna,2017-02-19 10:16:00,Morning,Weekend,2017-02-19,10:16:00,Sunday,10,Morning,Not Popular
6836,Bread,2017-02-19 10:16:00,Morning,Weekend,2017-02-19,10:16:00,Sunday,10,Morning,Not Popular
6836,Tiffin,2017-02-19 10:16:00,Morning,Weekend,2017-02-19,10:16:00,Sunday,10,Morning,Not Popular
6836,Cookies,2017-02-19 10:16:00,Morning,Weekend,2017-02-19,10:16:00,Sunday,10,Morning,Not Popular
6836,Toast,2017-02-19 10:16:00,Morning,Weekend,2017-02-19,10:16:00,Sunday,10,Morning,Not Popular
6837,Coffee,2017-02-19 10:38:00,Morning,Weekend,2017-02-19,10:38:00,Sunday,10,Morning,Popular
6838,Smoothies,2017-02-19 10:39:00,Morning,Weekend,2017-02-19,10:39:00,Sunday,10,Morning,Not Popular
6838,Coffee,2017-02-19 10:39:00,Morning,Weekend,2017-02-19,10:39:00,Sunday,10,Morning,Popular
6838,Bread,2017-02-19 10:39:00,Morning,Weekend,2017-02-19,10:39:00,Sunday,10,Morning,Not Popular
6838,Spanish Brunch,2017-02-19 10:39:00,Morning,Weekend,2017-02-19,10:39:00,Sunday,10,Morning,Not Popular
6839,Cake,2017-02-19 10:45:00,Morning,Weekend,2017-02-19,10:45:00,Sunday,10,Morning,Not Popular
6840,Coffee,2017-02-19 10:48:00,Morning,Weekend,2017-02-19,10:48:00,Sunday,10,Morning,Popular
6840,Smoothies,2017-02-19 10:48:00,Morning,Weekend,2017-02-19,10:48:00,Sunday,10,Morning,Not Popular
6840,Juice,2017-02-19 10:48:00,Morning,Weekend,2017-02-19,10:48:00,Sunday,10,Morning,Not Popular
6840,Granola,2017-02-19 10:48:00,Morning,Weekend,2017-02-19,10:48:00,Sunday,10,Morning,Not Popular
6841,Coffee,2017-02-19 11:04:00,Morning,Weekend,2017-02-19,11:04:00,Sunday,11,Morning,Popular
6841,Cake,2017-02-19 11:04:00,Morning,Weekend,2017-02-19,11:04:00,Sunday,11,Morning,Not Popular
6841,Pastry,2017-02-19 11:04:00,Morning,Weekend,2017-02-19,11:04:00,Sunday,11,Morning,Not Popular
6842,Hot chocolate,2017-02-19 11:06:00,Morning,Weekend,2017-02-19,11:06:00,Sunday,11,Morning,Not Popular
6842,Coffee,2017-02-19 11:06:00,Morning,Weekend,2017-02-19,11:06:00,Sunday,11,Morning,Popular
6842,Bread,2017-02-19 11:06:00,Morning,Weekend,2017-02-19,11:06:00,Sunday,11,Morning,Not Popular
6843,Bread,2017-02-19 11:19:00,Morning,Weekend,2017-02-19,11:19:00,Sunday,11,Morning,Not Popular
6844,Hot chocolate,2017-02-19 11:28:00,Morning,Weekend,2017-02-19,11:28:00,Sunday,11,Morning,Not Popular
6844,Brownie,2017-02-19 11:28:00,Morning,Weekend,2017-02-19,11:28:00,Sunday,11,Morning,Not Popular
6845,Coffee,2017-02-19 11:29:00,Morning,Weekend,2017-02-19,11:29:00,Sunday,11,Morning,Popular
6845,Cake,2017-02-19 11:29:00,Morning,Weekend,2017-02-19,11:29:00,Sunday,11,Morning,Not Popular
6846,Coffee,2017-02-19 11:31:00,Morning,Weekend,2017-02-19,11:31:00,Sunday,11,Morning,Popular
6846,Smoothies,2017-02-19 11:31:00,Morning,Weekend,2017-02-19,11:31:00,Sunday,11,Morning,Not Popular
6846,Alfajores,2017-02-19 11:31:00,Morning,Weekend,2017-02-19,11:31:00,Sunday,11,Morning,Not Popular
6847,Juice,2017-02-19 11:31:00,Morning,Weekend,2017-02-19,11:31:00,Sunday,11,Morning,Not Popular
6847,Coffee,2017-02-19 11:31:00,Morning,Weekend,2017-02-19,11:31:00,Sunday,11,Morning,Popular
6848,Spanish Brunch,2017-02-19 11:38:00,Morning,Weekend,2017-02-19,11:38:00,Sunday,11,Morning,Not Popular
6848,Coffee,2017-02-19 11:38:00,Morning,Weekend,2017-02-19,11:38:00,Sunday,11,Morning,Popular
6848,Tea,2017-02-19 11:38:00,Morning,Weekend,2017-02-19,11:38:00,Sunday,11,Morning,Not Popular
6848,Juice,2017-02-19 11:38:00,Morning,Weekend,2017-02-19,11:38:00,Sunday,11,Morning,Not Popular
6849,Coffee,2017-02-19 11:44:00,Morning,Weekend,2017-02-19,11:44:00,Sunday,11,Morning,Popular
6849,Tiffin,2017-02-19 11:44:00,Morning,Weekend,2017-02-19,11:44:00,Sunday,11,Morning,Not Popular
6849,Medialuna,2017-02-19 11:44:00,Morning,Weekend,2017-02-19,11:44:00,Sunday,11,Morning,Not Popular
6849,Brownie,2017-02-19 11:44:00,Morning,Weekend,2017-02-19,11:44:00,Sunday,11,Morning,Not Popular
6849,Mineral water,2017-02-19 11:44:00,Morning,Weekend,2017-02-19,11:44:00,Sunday,11,Morning,Not Popular
6850,Coffee,2017-02-19 11:46:00,Morning,Weekend,2017-02-19,11:46:00,Sunday,11,Morning,Popular
6850,Toast,2017-02-19 11:46:00,Morning,Weekend,2017-02-19,11:46:00,Sunday,11,Morning,Not Popular
6851,Bread,2017-02-19 11:59:00,Morning,Weekend,2017-02-19,11:59:00,Sunday,11,Morning,Not Popular
6851,Coffee,2017-02-19 11:59:00,Morning,Weekend,2017-02-19,11:59:00,Sunday,11,Morning,Popular
6851,Medialuna,2017-02-19 11:59:00,Morning,Weekend,2017-02-19,11:59:00,Sunday,11,Morning,Not Popular
6851,Spanish Brunch,2017-02-19 11:59:00,Morning,Weekend,2017-02-19,11:59:00,Sunday,11,Morning,Not Popular
6852,Bread,2017-02-19 12:03:00,Afternoon,Weekend,2017-02-19,12:03:00,Sunday,12,Afternoon,Not Popular
6852,Tea,2017-02-19 12:03:00,Afternoon,Weekend,2017-02-19,12:03:00,Sunday,12,Afternoon,Not Popular
6852,Cake,2017-02-19 12:03:00,Afternoon,Weekend,2017-02-19,12:03:00,Sunday,12,Afternoon,Not Popular
6853,Coffee,2017-02-19 12:14:00,Afternoon,Weekend,2017-02-19,12:14:00,Sunday,12,Afternoon,Popular
6853,Scone,2017-02-19 12:14:00,Afternoon,Weekend,2017-02-19,12:14:00,Sunday,12,Afternoon,Not Popular
6854,Coffee,2017-02-19 12:18:00,Afternoon,Weekend,2017-02-19,12:18:00,Sunday,12,Afternoon,Popular
6854,Tea,2017-02-19 12:18:00,Afternoon,Weekend,2017-02-19,12:18:00,Sunday,12,Afternoon,Not Popular
6854,Medialuna,2017-02-19 12:18:00,Afternoon,Weekend,2017-02-19,12:18:00,Sunday,12,Afternoon,Not Popular
6854,Toast,2017-02-19 12:18:00,Afternoon,Weekend,2017-02-19,12:18:00,Sunday,12,Afternoon,Not Popular
6854,Farm House,2017-02-19 12:18:00,Afternoon,Weekend,2017-02-19,12:18:00,Sunday,12,Afternoon,Not Popular
6855,Tea,2017-02-19 12:25:00,Afternoon,Weekend,2017-02-19,12:25:00,Sunday,12,Afternoon,Not Popular
6855,Cake,2017-02-19 12:25:00,Afternoon,Weekend,2017-02-19,12:25:00,Sunday,12,Afternoon,Not Popular
6855,Spanish Brunch,2017-02-19 12:25:00,Afternoon,Weekend,2017-02-19,12:25:00,Sunday,12,Afternoon,Not Popular
6855,Duck egg,2017-02-19 12:25:00,Afternoon,Weekend,2017-02-19,12:25:00,Sunday,12,Afternoon,Not Popular
6855,Jam,2017-02-19 12:25:00,Afternoon,Weekend,2017-02-19,12:25:00,Sunday,12,Afternoon,Not Popular
6856,Bread,2017-02-19 12:36:00,Afternoon,Weekend,2017-02-19,12:36:00,Sunday,12,Afternoon,Not Popular
6857,Coffee,2017-02-19 12:38:00,Afternoon,Weekend,2017-02-19,12:38:00,Sunday,12,Afternoon,Popular
6857,Pastry,2017-02-19 12:38:00,Afternoon,Weekend,2017-02-19,12:38:00,Sunday,12,Afternoon,Not Popular
6858,Coffee,2017-02-19 12:48:00,Afternoon,Weekend,2017-02-19,12:48:00,Sunday,12,Afternoon,Popular
6858,Tea,2017-02-19 12:48:00,Afternoon,Weekend,2017-02-19,12:48:00,Sunday,12,Afternoon,Not Popular
6858,Spanish Brunch,2017-02-19 12:48:00,Afternoon,Weekend,2017-02-19,12:48:00,Sunday,12,Afternoon,Not Popular
6858,Alfajores,2017-02-19 12:48:00,Afternoon,Weekend,2017-02-19,12:48:00,Sunday,12,Afternoon,Not Popular
6858,Cake,2017-02-19 12:48:00,Afternoon,Weekend,2017-02-19,12:48:00,Sunday,12,Afternoon,Not Popular
6859,Bread,2017-02-19 12:52:00,Afternoon,Weekend,2017-02-19,12:52:00,Sunday,12,Afternoon,Not Popular
6859,Coffee,2017-02-19 12:52:00,Afternoon,Weekend,2017-02-19,12:52:00,Sunday,12,Afternoon,Popular
6859,Tea,2017-02-19 12:52:00,Afternoon,Weekend,2017-02-19,12:52:00,Sunday,12,Afternoon,Not Popular
6859,Toast,2017-02-19 12:52:00,Afternoon,Weekend,2017-02-19,12:52:00,Sunday,12,Afternoon,Not Popular
6860,Farm House,2017-02-19 12:53:00,Afternoon,Weekend,2017-02-19,12:53:00,Sunday,12,Afternoon,Not Popular
6860,Cake,2017-02-19 12:53:00,Afternoon,Weekend,2017-02-19,12:53:00,Sunday,12,Afternoon,Not Popular
6861,Tea,2017-02-19 12:55:00,Afternoon,Weekend,2017-02-19,12:55:00,Sunday,12,Afternoon,Not Popular
6861,Pastry,2017-02-19 12:55:00,Afternoon,Weekend,2017-02-19,12:55:00,Sunday,12,Afternoon,Not Popular
6861,Scone,2017-02-19 12:55:00,Afternoon,Weekend,2017-02-19,12:55:00,Sunday,12,Afternoon,Not Popular
6861,Tiffin,2017-02-19 12:55:00,Afternoon,Weekend,2017-02-19,12:55:00,Sunday,12,Afternoon,Not Popular
6862,Tiffin,2017-02-19 12:59:00,Afternoon,Weekend,2017-02-19,12:59:00,Sunday,12,Afternoon,Not Popular
6862,Bread,2017-02-19 12:59:00,Afternoon,Weekend,2017-02-19,12:59:00,Sunday,12,Afternoon,Not Popular
6863,Bread,2017-02-19 12:59:00,Afternoon,Weekend,2017-02-19,12:59:00,Sunday,12,Afternoon,Not Popular
6863,Coffee,2017-02-19 12:59:00,Afternoon,Weekend,2017-02-19,12:59:00,Sunday,12,Afternoon,Popular
6863,Cake,2017-02-19 12:59:00,Afternoon,Weekend,2017-02-19,12:59:00,Sunday,12,Afternoon,Not Popular
6863,Alfajores,2017-02-19 12:59:00,Afternoon,Weekend,2017-02-19,12:59:00,Sunday,12,Afternoon,Not Popular
6864,Tiffin,2017-02-19 13:03:00,Afternoon,Weekend,2017-02-19,13:03:00,Sunday,13,Afternoon,Not Popular
6864,Farm House,2017-02-19 13:03:00,Afternoon,Weekend,2017-02-19,13:03:00,Sunday,13,Afternoon,Not Popular
6865,Coffee,2017-02-19 13:25:00,Afternoon,Weekend,2017-02-19,13:25:00,Sunday,13,Afternoon,Popular
6865,Spanish Brunch,2017-02-19 13:25:00,Afternoon,Weekend,2017-02-19,13:25:00,Sunday,13,Afternoon,Not Popular
6866,Alfajores,2017-02-19 13:39:00,Afternoon,Weekend,2017-02-19,13:39:00,Sunday,13,Afternoon,Not Popular
6867,Coffee,2017-02-19 13:43:00,Afternoon,Weekend,2017-02-19,13:43:00,Sunday,13,Afternoon,Popular
6867,Bread,2017-02-19 13:43:00,Afternoon,Weekend,2017-02-19,13:43:00,Sunday,13,Afternoon,Not Popular
6868,Coffee,2017-02-19 13:43:00,Afternoon,Weekend,2017-02-19,13:43:00,Sunday,13,Afternoon,Popular
6869,Coffee,2017-02-19 13:49:00,Afternoon,Weekend,2017-02-19,13:49:00,Sunday,13,Afternoon,Popular
6869,Sandwich,2017-02-19 13:49:00,Afternoon,Weekend,2017-02-19,13:49:00,Sunday,13,Afternoon,Not Popular
6869,Alfajores,2017-02-19 13:49:00,Afternoon,Weekend,2017-02-19,13:49:00,Sunday,13,Afternoon,Not Popular
6870,Scone,2017-02-19 13:52:00,Afternoon,Weekend,2017-02-19,13:52:00,Sunday,13,Afternoon,Not Popular
6870,Coffee,2017-02-19 13:52:00,Afternoon,Weekend,2017-02-19,13:52:00,Sunday,13,Afternoon,Popular
6871,Bread,2017-02-19 13:54:00,Afternoon,Weekend,2017-02-19,13:54:00,Sunday,13,Afternoon,Not Popular
6871,Scone,2017-02-19 13:54:00,Afternoon,Weekend,2017-02-19,13:54:00,Sunday,13,Afternoon,Not Popular
6871,Sandwich,2017-02-19 13:54:00,Afternoon,Weekend,2017-02-19,13:54:00,Sunday,13,Afternoon,Not Popular
6871,Alfajores,2017-02-19 13:54:00,Afternoon,Weekend,2017-02-19,13:54:00,Sunday,13,Afternoon,Not Popular
6872,Coffee,2017-02-19 13:55:00,Afternoon,Weekend,2017-02-19,13:55:00,Sunday,13,Afternoon,Popular
6873,Coffee,2017-02-19 13:57:00,Afternoon,Weekend,2017-02-19,13:57:00,Sunday,13,Afternoon,Popular
6873,Spanish Brunch,2017-02-19 13:57:00,Afternoon,Weekend,2017-02-19,13:57:00,Sunday,13,Afternoon,Not Popular
6873,Baguette,2017-02-19 13:57:00,Afternoon,Weekend,2017-02-19,13:57:00,Sunday,13,Afternoon,Not Popular
6874,Coffee,2017-02-19 13:58:00,Afternoon,Weekend,2017-02-19,13:58:00,Sunday,13,Afternoon,Popular
6875,Cake,2017-02-19 14:01:00,Afternoon,Weekend,2017-02-19,14:01:00,Sunday,14,Afternoon,Not Popular
6876,Coffee,2017-02-19 14:03:00,Afternoon,Weekend,2017-02-19,14:03:00,Sunday,14,Afternoon,Popular
6876,Cake,2017-02-19 14:03:00,Afternoon,Weekend,2017-02-19,14:03:00,Sunday,14,Afternoon,Not Popular
6877,Bread,2017-02-19 14:04:00,Afternoon,Weekend,2017-02-19,14:04:00,Sunday,14,Afternoon,Not Popular
6878,Sandwich,2017-02-19 14:05:00,Afternoon,Weekend,2017-02-19,14:05:00,Sunday,14,Afternoon,Not Popular
6878,Coke,2017-02-19 14:05:00,Afternoon,Weekend,2017-02-19,14:05:00,Sunday,14,Afternoon,Not Popular
6878,Bread,2017-02-19 14:05:00,Afternoon,Weekend,2017-02-19,14:05:00,Sunday,14,Afternoon,Not Popular
6878,Cake,2017-02-19 14:05:00,Afternoon,Weekend,2017-02-19,14:05:00,Sunday,14,Afternoon,Not Popular
6879,Coffee,2017-02-19 14:08:00,Afternoon,Weekend,2017-02-19,14:08:00,Sunday,14,Afternoon,Popular
6879,Cake,2017-02-19 14:08:00,Afternoon,Weekend,2017-02-19,14:08:00,Sunday,14,Afternoon,Not Popular
6879,Bread,2017-02-19 14:08:00,Afternoon,Weekend,2017-02-19,14:08:00,Sunday,14,Afternoon,Not Popular
6879,Cookies,2017-02-19 14:08:00,Afternoon,Weekend,2017-02-19,14:08:00,Sunday,14,Afternoon,Not Popular
6880,The Nomad,2017-02-19 14:10:00,Afternoon,Weekend,2017-02-19,14:10:00,Sunday,14,Afternoon,Not Popular
6881,Tea,2017-02-19 14:23:00,Afternoon,Weekend,2017-02-19,14:23:00,Sunday,14,Afternoon,Not Popular
6881,Bread,2017-02-19 14:23:00,Afternoon,Weekend,2017-02-19,14:23:00,Sunday,14,Afternoon,Not Popular
6881,Alfajores,2017-02-19 14:23:00,Afternoon,Weekend,2017-02-19,14:23:00,Sunday,14,Afternoon,Not Popular
6882,Cake,2017-02-19 14:33:00,Afternoon,Weekend,2017-02-19,14:33:00,Sunday,14,Afternoon,Not Popular
6882,Coffee granules ,2017-02-19 14:33:00,Afternoon,Weekend,2017-02-19,14:33:00,Sunday,14,Afternoon,Not Popular
6883,Coffee,2017-02-19 14:35:00,Afternoon,Weekend,2017-02-19,14:35:00,Sunday,14,Afternoon,Popular
6883,Salad,2017-02-19 14:35:00,Afternoon,Weekend,2017-02-19,14:35:00,Sunday,14,Afternoon,Not Popular
6883,Cake,2017-02-19 14:35:00,Afternoon,Weekend,2017-02-19,14:35:00,Sunday,14,Afternoon,Not Popular
6883,Extra Salami or Feta,2017-02-19 14:35:00,Afternoon,Weekend,2017-02-19,14:35:00,Sunday,14,Afternoon,Not Popular
6883,Tea,2017-02-19 14:35:00,Afternoon,Weekend,2017-02-19,14:35:00,Sunday,14,Afternoon,Not Popular
6884,Coffee,2017-02-19 14:37:00,Afternoon,Weekend,2017-02-19,14:37:00,Sunday,14,Afternoon,Popular
6885,Coffee,2017-02-19 14:43:00,Afternoon,Weekend,2017-02-19,14:43:00,Sunday,14,Afternoon,Popular
6885,Tea,2017-02-19 14:43:00,Afternoon,Weekend,2017-02-19,14:43:00,Sunday,14,Afternoon,Not Popular
6885,Medialuna,2017-02-19 14:43:00,Afternoon,Weekend,2017-02-19,14:43:00,Sunday,14,Afternoon,Not Popular
6885,Brownie,2017-02-19 14:43:00,Afternoon,Weekend,2017-02-19,14:43:00,Sunday,14,Afternoon,Not Popular
6885,Juice,2017-02-19 14:43:00,Afternoon,Weekend,2017-02-19,14:43:00,Sunday,14,Afternoon,Not Popular
6886,Baguette,2017-02-19 15:27:00,Afternoon,Weekend,2017-02-19,15:27:00,Sunday,15,Afternoon,Not Popular
6887,Coffee,2017-02-19 15:41:00,Afternoon,Weekend,2017-02-19,15:41:00,Sunday,15,Afternoon,Popular
6887,Cake,2017-02-19 15:41:00,Afternoon,Weekend,2017-02-19,15:41:00,Sunday,15,Afternoon,Not Popular
6888,Afternoon with the baker,2017-02-19 18:23:00,Evening,Weekend,2017-02-19,18:23:00,Sunday,18,Evening,Not Popular
6889,Afternoon with the baker,2017-02-19 18:40:00,Evening,Weekend,2017-02-19,18:40:00,Sunday,18,Evening,Not Popular
6890,Bread,2017-02-20 08:21:00,Morning,Weekday,2017-02-20,08:21:00,Monday,8,Morning,Not Popular
6890,Brownie,2017-02-20 08:21:00,Morning,Weekday,2017-02-20,08:21:00,Monday,8,Morning,Not Popular
6891,Coffee,2017-02-20 09:27:00,Morning,Weekday,2017-02-20,09:27:00,Monday,9,Morning,Popular
6892,The Nomad,2017-02-20 10:04:00,Morning,Weekday,2017-02-20,10:04:00,Monday,10,Morning,Not Popular
6892,Coffee,2017-02-20 10:04:00,Morning,Weekday,2017-02-20,10:04:00,Monday,10,Morning,Popular
6893,Coffee,2017-02-20 10:14:00,Morning,Weekday,2017-02-20,10:14:00,Monday,10,Morning,Popular
6894,Coffee,2017-02-20 10:24:00,Morning,Weekday,2017-02-20,10:24:00,Monday,10,Morning,Popular
6894,Scone,2017-02-20 10:24:00,Morning,Weekday,2017-02-20,10:24:00,Monday,10,Morning,Not Popular
6895,Coffee,2017-02-20 10:25:00,Morning,Weekday,2017-02-20,10:25:00,Monday,10,Morning,Popular
6895,Medialuna,2017-02-20 10:25:00,Morning,Weekday,2017-02-20,10:25:00,Monday,10,Morning,Not Popular
6896,Bread,2017-02-20 10:37:00,Morning,Weekday,2017-02-20,10:37:00,Monday,10,Morning,Not Popular
6897,Fudge,2017-02-20 10:42:00,Morning,Weekday,2017-02-20,10:42:00,Monday,10,Morning,Not Popular
6898,Coffee,2017-02-20 10:49:00,Morning,Weekday,2017-02-20,10:49:00,Monday,10,Morning,Popular
6898,Bread,2017-02-20 10:49:00,Morning,Weekday,2017-02-20,10:49:00,Monday,10,Morning,Not Popular
